text,dateNotBefore,dateNotAfter,avgDate,period
"Osiris Unas, statte dich mit der $ḥnq$-Flüssigkeit(?) aus, die aus dir herauskommt.",-2375,-2345,-2360,Middle Kingdom
"Unas ist es, der übrig bleiben wird.",-2375,-2345,-2360,Middle Kingdom
Mögest du damit zufrieden sein.,-2375,-2345,-2360,Middle Kingdom
"Ich will dir nun Ähnliches berichten, das auf dieser Insel geschah, auf der ich weilte zusammen mit meinen Geschwistern, darunter (auch) Kinder.",-1939,-1760,-1850,New Kingdom
Der 'Diener des Lichts (?)' (Pelikan) ist in die Nilflut gefallen.,-2375,-2345,-2360,Middle Kingdom
"Zurück, Dummer, Grüner des Busches!",-1945,-1875,-1910,New Kingdom
"Der, den sein Herr liebt, lebt",-2686,-2613,-2650,Old Kingdom
"Wenn du schwach bist, dann diene einem fähigen Mann!",-1939,-1760,-1850,New Kingdom
"dem Re seine Furchtbarkeit gegeben hat, dessen Würde Atum geschaffen hat in den Herzen der Menschen, Götter, Ach-Geister und Toten,",-1759,-1630,-1695,New Kingdom
Halte ordentlich und mögest du vorsichtig (= mit Leben versorgt) sein.,-2414,-2375,-2395,Middle Kingdom
"Der Priester, Wab-Priester, Hausvorsteher, Unteraufseher der Ka-Priester, ein von seinem Herrn Geliebter, der Königsbekannte, der Versorgte beim großen Gott Ni-meset.",-2686,-2161,-2424,Middle Kingdom
"Die Königstochter, Schmuck des Königs, Nen-Sedjer-kai.",-2613,-2494,-2554,Middle Kingdom
"dessen Hofstaat eingerichtet worden ist, dessen Feinde gefällt worden sind,",-1759,-1630,-1695,New Kingdom
"Ein Totenopfer für ihn in der Nekropole, indem es sehr groß ist.",-2345,-2323,-2334,Middle Kingdom
"Thot, geh und ergreife ihn für Osiris!",-2375,-2345,-2360,Middle Kingdom
Nun gab man ihm 10 Brote und 2 Krüge Bier täglich.,-1939,-1760,-1850,New Kingdom
"Der Ausbruch seines Gluthauchs ist gegen euch gerichtet, (ihr) die die Große tragt!",-2375,-2345,-2360,Middle Kingdom
"Pepi Neferkare wird von deiner Fülle leben, Pepi Neferkare wird an deinem Überfluß Überfluß haben, Re, jeden Tag.",-2278,-2184,-2231,Middle Kingdom
Der Siegler des Königs von Unterägypten und Kammerdiener des Königs,-2686,-2613,-2650,Old Kingdom
"(Diagnose:) Dann sagst du daraufhin über ihn:
""Einer mit einer $wnḫ$-Lockerung (d.h. eine Verrenkung, Verschiebung) an den Rippen seiner Brust:
eine Krankheit, die ich behandeln werde.""",-1580,-1539,-1560,Late Period
"Dein Schenkel ist im thinitischen Gau, sein (lies: dein?) Bein in Ta-seti.",-2278,-2184,-2231,Middle Kingdom
"Da kam der Diener-da nach Süden (""Kommen ist es, was der Diener-da machte nach Süden"").",-1939,-1760,-1850,New Kingdom
"Seine Schwester, die Verwalterin des Königsvermögens Chenut.",-2494,-2181,-2338,Middle Kingdom
"Gräte(?), ziehe dich selbst heraus (o.ä.)!“",-1980,-1760,-1870,New Kingdom
"Der Wesir, Vorsteher jeder Arbeit des Königs, Vorsteher der Aktenschreiber des Königs, Vorlesepriester (und) Baumeister des Königs in den zwei Häusern Senedjem-ib.",-2414,-2375,-2395,Middle Kingdom
"(Behandlung:) Sobald (oder: weil) du (also) jenen Mann (d.h. Patienten) vorfindest, dessen (Hirn-)Schädel gespalten ist (wörtl.: sein Schädel ist gespalten),
dann sollst du ihn nicht verbinden;",-1580,-1539,-1560,Late Period
"Ein Opfer, das der König gibt (und das) Anubis (gibt), der auf seinem Hügel ist, der Vorsteher des Gotteszeltes: ein Totenopfer für ihn in seinem Grab der Nekropole.",-2278,-2184,-2231,Middle Kingdom
"(Glosse A:) Was (die Textstelle) ""der $ꜣ.wj$-Doppelverband/Kreuzverband(?) aus Leinenstoff"" angeht:
das sind ein Paar Binden aus Leinenstoff, die man auf die beiden Ränder der klaffenden Wunde legt, um dafür zu sorgen, daß der eine (Rand) den anderen berührt.",-1580,-1539,-1560,Late Period
"Seine Eilboten sollen laufen, seine Boten sollen eilen, damit sie ihn dem Abgesonderten im Osten melden.",-2321,-2287,-2304,Middle Kingdom
"Er wird nicht (als Angeklagter) im Gottestribunal sitzen.""",-2375,-2345,-2360,Middle Kingdom
"Erhebe dich, Pepi, eile, Kraftreicher!",-2321,-2287,-2304,Middle Kingdom
"O alle Menschen etc., jubelt doch darüber, mich (zu) sehen (wörtl.: jubelt doch über das Mich-Sehen);",-1939,-1630,-1785,New Kingdom
"Mit seinem Mund ißt Unas, mit seinem Phallus uriniert und koitiert Unas.",-2375,-2345,-2360,Middle Kingdom
"Er möge bestattet werden in seinem Nekropolengrab als  Versorgter beim großen Gott, der Vornehme des Königs Meri-jb.",-2345,-2181,-2263,Middle Kingdom
"(Schon) ein wenig von dem, worauf man begierig ist, läßt einen Streitsüchtigen aus einem Leidenschaftslosen (wörtl.: einem mit kühlem Bauch) entstehen (oder: verwandelt einen Streitsüchtigen in einen Leidenschaftslosen).",-1939,-1760,-1850,New Kingdom
"Thot hat Pepi Neferkare geholt, weil er ihn liebt, da Pepi Neferkare ihm seinen Arm gebracht hat.",-2278,-2184,-2231,Middle Kingdom
"Süßes Bier, sḫp,t-Getränk, ẖnw-ꜥ.wj-Getränk, frischer Dattelwein, qꜣj-Getränk, Wein, wꜣ-Wein, Feigen, Christusdornfrucht, Erdmandeln, jšd-Früchte, frische sẖ,t-Körner, Weintrauben, helle sẖ,t-Körner.",-2686,-2613,-2650,Old Kingdom
Der Versorgte beim Großen Gott Tjetu.,-2345,-2181,-2263,Middle Kingdom
"Ein Opfer, das der König, Horus Behedeti und Osiris, Herr von Busiris, geben.",-1649,-1539,-1594,Late Period
"Mögest du die beiden ansehen, die im Palast sind - Horus und Seth sind das.",-2375,-2345,-2360,Middle Kingdom
"Er wird die Herzen prüfen, die Kas wegnehmen und die Kas verleihen als alles, was er unterscheidet(?)/zählt(?), was den umfaßt, den er sich an (seine) Seite stellt (?)/sich holt (?) und den, der (bittend ?) zu ihm kommt.",-2278,-2184,-2231,Middle Kingdom
"Dein Gesicht ist (das) ein(es) Schakal(s), dein Schwanz (der) ein(es) grimmigen Löwen.",-2278,-2184,-2231,Middle Kingdom
"Sein ältester geliebter Sohn, der Gutsverwalter und einziger Freund (des Königs), der Vorlesepriester Ibi.",-2345,-2181,-2263,Middle Kingdom
"Horus ist gekommen, damit er dich suche/umfasse.",-2345,-2323,-2334,Middle Kingdom
(Personenbeischriften:) Ein Schreiber des Hausvorstehers; ein Schreiber.,-2494,-2345,-2420,Middle Kingdom
"Diese deine Wasserspenden, o Osiris, diese deine Wasserspenden, o Unas, sind von deinem Sohn gekommen, sind von Horus gekommen.",-2375,-2345,-2360,Middle Kingdom
Er ist gekrönt als Herr des Horizontes.,-2375,-2345,-2360,Middle Kingdom
Du wirst nicht unter ihnen sein.,-2278,-2184,-2231,Middle Kingdom
Du wirst deine Kinder vor Trauer schützen.,-2321,-2287,-2304,Middle Kingdom
"Das große Mädchen, das in Heliopolis wohnt, hat dir ihre Arme gereicht, weil du keine Mutter hast unter den Menschen, die dich gebar, weil du keinen Vater hast unter den Menschen, der dich zeugte.",-2278,-2184,-2231,Middle Kingdom
"(O ihr) seine Meerkatzen, die die Köpfe abschneiden, Unas gehe an euch in Frieden vorbei.",-2375,-2345,-2360,Middle Kingdom
Der Schreiber des Hauses des Gottesbuches des Palastes Iry.,-2414,-2375,-2395,Middle Kingdom
Du bist größer als er.,-2278,-2184,-2231,Middle Kingdom
"Er hat dich mit sich erhoben, vollkommen an diesem schönen Tag in jedem Kollegium des (oder: oh!) Osiris Chontamenti.",-1759,-1630,-1695,New Kingdom
"der immer wieder das tut, was sein Herr sehr lobt, der den Schrecken des Horus in die Fremdländer setzt,",-2278,-2184,-2231,Middle Kingdom
"Möge er aufsteigen zum großen Gott, dem Herrn des Westens.",-2278,-2184,-2231,Middle Kingdom
"Sein ältester Sohn, der Einzige Freund, der Vorlesepriester, der Vorsteher der fremdsprachigen Truppe, Djemi alias Meseni (wörtl.: sein schöner Name ist Meseni).",-2278,-2184,-2231,Middle Kingdom
"Osiris Neith, nimm dir das Horusauge, das sie ausgespieen haben.",-2278,-2184,-2231,Middle Kingdom
"(Differentialdiagnose:) Aber wenn du jenen Mann vorfinden wirst,
indem er blaß/bleich (wörtl.: weiß) geworden ist,
nachdem er zuvor eine Schwäche gezeigt (wörtl.: hingelegt) hat,
dann mußt du folglich veranlassen, daß ein Meißel/Zapfen (?) aus Holz für ihn gemacht wird, der mit Stoff bekleidet ist.",-1580,-1539,-1560,Late Period
"Seine Frau, die er liebt, die Versorgte durch den Großen Gott, Chentjtkaues, ihr Name ist Jti.",-2345,-2323,-2334,Middle Kingdom
"Der, den sein Herr liebt, lebt",-2686,-2613,-2650,Old Kingdom
"Der Leiter derer, die unter den Göttern sind und Leiter der Verwaltungen der Roten Krone Ibi.",-2345,-2181,-2263,Middle Kingdom
"Der Siegelbewahrer des Königs von Unterägypten, der Einzige Freund, der Vorlesepriester, der Vorsteher der fremdsprachigen Truppe, der Versorgte bei Ptah-Sokar, Harchuf.",-2278,-2184,-2231,Middle Kingdom
"(Er) ist süß für deine Nase, der Duft der Ichet-utet.",-2321,-2287,-2304,Middle Kingdom
Es ist keine falsche Behauptung!,-1837,-1819,-1828,New Kingdom
Die Gründung des Cheops (Domäne).,-2613,-2494,-2554,Middle Kingdom
"Tausend an Brot, tausend an Bier, tausend an jedem Frischzeug.",-2494,-2345,-2420,Middle Kingdom
"""Unas ist der Himmel gegeben worden und ihm ist die Erde gegeben worden"", sagt Atum.",-2375,-2345,-2360,Middle Kingdom
Beutel(?) / Leinen(?) der Götter,-2800,-2650,-2725,Old Kingdom
"Es (=dieses Amt) ist meinem Bruder, dem Königssohn und Grafen Sobeknacht zu geben.",-1617,-1610,-1614,Late Period
Dann musst du folglich deine (beiden) $ḏbꜥ$-Finger auf das (jeweilige) Ende der beiden (gegabelten) $ꜣmꜥ.t$-Knochen der beiden Unterkieferhälften (d.h. den jeweiligen Unterkieferast) im Innern seines Mundes legen;,-1580,-1539,-1560,Late Period
"groß an Erscheinungen in Abydos,",-1759,-1630,-1695,New Kingdom
"Wer vollkommen beim Zuhören ist, ist vollkommen beim Reden.",-1939,-1760,-1850,New Kingdom
"(Untersuchung:) Wenn du einen Mann (d.h. Patienten) untersuchst mit einer Wunde an der Spitze seiner Augenbraue, die bis zum Knochen reicht, dann mußt du folglich seine Wunde (durch Abtasten) erforschen/absuchen.",-1580,-1539,-1560,Late Period
Das Herbeiführen eines Jungtieres der Gazelle.,-2345,-2181,-2263,Middle Kingdom
"Siehe, Re gibt dir Lobpreis.",-1759,-1630,-1695,New Kingdom
"Dreh dich um, Pepi Neferkare!",-2278,-2184,-2231,Middle Kingdom
"Du wirst die Residenz erreichen,",-1939,-1760,-1850,New Kingdom
Der Westen (3. u.äg. Gau),-2686,-2613,-2650,Old Kingdom
"Er ist es, der Unas zu jener Seite übersetzen wird.",-2375,-2345,-2360,Middle Kingdom
"Ein Opfer, das der König und Osiris Chontamenti, der große Gott, der Herr von Abydos, geben.",-1920,-1875,-1898,New Kingdom
"Seine Majestät veranlaßte, dass ein Befehl gemacht wurde wegen seiner Ernennung als Hatia als  Gnadenerweis des Königs.",-2345,-2181,-2263,Middle Kingdom
Deine Knoten sind von den Beiden Herren des Nun gelöst worden.,-2278,-2184,-2231,Middle Kingdom
Der Horizont(?) spendet(?) dem Horus von Hierakonpolis.,-2375,-2345,-2360,Middle Kingdom
Der Totenpriester Ptah-schepsesu (und) der Totenpriester Sen-merer.,-2487,-2475,-2481,Middle Kingdom
"Der Fürst, Bürgermeister und Einzige Freund Neferseschemre.",-2345,-2323,-2334,Middle Kingdom
"O Neith, komm in Frieden zu Osiris!",-2278,-2184,-2231,Middle Kingdom
"Oh ihr Lebenden, die auf der Erde sind, oh alle Schreiber, Vorlesepriester und Wab-Priester, die zu diesem Opferstein kommen werden, ihr sollt sagen:",-1759,-1630,-1695,New Kingdom
Das gute Erhitzen (der aufgestapelten Töpfe).,-2345,-2181,-2263,Middle Kingdom
"Seine Ehefrau, seine  Geliebte, die Priesterin der Hathor Ka-merties.",-2686,-2161,-2424,Middle Kingdom
"Neith ist es, die $pꜣw.t$-Brote zubereitet hat.",-2278,-2184,-2231,Middle Kingdom
"Du sollst deine Flügel wachsen lassen, deine Federn auf deinem Kopf, deine Federn auf deinen Schultern.",-2278,-2184,-2231,Middle Kingdom
"""O hohe Beamten, es ist einseitig, daß er die Sache machen wird,""",-1939,-1760,-1850,New Kingdom
"Wer es sich bequem macht (oder: ruhig atmet), sorgt dafür, daß man schnauft.",-1939,-1760,-1850,New Kingdom
"Die Furcht (oder: der Respekt) vor dir bringt mich (in der Regel) nicht dazu, eine Bitte an dich zu richten , aber in diesem Fall tue ich es doch.",-1939,-1760,-1850,New Kingdom
"(Und) seine Ohren hören konzentriert auf das, was nützlich ist für seinen Sohn, der die Maat verwirklicht, indem er frei von Lüge ist.",-1939,-1760,-1850,New Kingdom
Schwanke nicht hin und her!,-1939,-1760,-1850,New Kingdom
Ein Kornspeicher der unterägyptischen Gerste.,-2589,-2566,-2578,Middle Kingdom
Mögen ihn die in Tawer Befindlichen und die Priester des großen Gottes erheben.,-1845,-1837,-1841,New Kingdom
"Die Flamme des Gluthauchs ist gegen euch gerichtet, die ihr um den Schrein steht.",-2375,-2345,-2360,Middle Kingdom
der vor allen Göttern befindliche.,-1759,-1630,-1695,New Kingdom
Das große Oberhaupt von Atfet Izi.,-2345,-2181,-2263,Middle Kingdom
Du sollst dein Vorhaben nicht an Unas ausführen!,-2375,-2345,-2360,Middle Kingdom
"Nun veranlaßte der Oberdomänenvorsteher Rensi, Sohn des Meru, daß sein geschätzer Diener bis vor ihn (den Landmann) ging, (damit/so daß) dieser Landmann ihn (mit Informationen) über diese Angelegenheit in ihrer ganzen Gesamtheit (zurück)schicken konnte.",-1939,-1760,-1850,New Kingdom
"Brot (und) Bier für den Herrn dieses Grabes aus dem, das in eurer Hand ist",-2345,-2181,-2263,Middle Kingdom
"Seine Tochter, die Priesterin der Hathor, Herrin des Sykomoren(heiligtums) Nit-anch-Hathor.",-2345,-2181,-2263,Middle Kingdom
"Er möge auf den schönen Wegen gehen, auf denen die Ehrwürdigen dort vor dem großen Gott gehen.",-2494,-2345,-2420,Middle Kingdom
"Dann muss ich folglich/notwendigerweise meine Hand ausstrecken zum Innern seiner $ḥmw$-Körperteile (oder: meine Hand in seine $ḥmw$-Körperteile hineinstrecken (wörtl.: hineinschießen;
(wobei) ein(e) Hin-Schale/Topf mit Wasser neben mir steht.",-1939,-1760,-1850,New Kingdom
"Lebt er, lebt dieser Unas.",-2375,-2345,-2360,Middle Kingdom
"Mögen sie ein Totenopfer geben (bestehend aus) Brot, Bier, Rindern, Geflügel, Weihrauch, Salböl und allen schönen und reinen Dingen, von denen ein Gott lebt, für den Ka des Offiziers der Nubier, Ineni, des Gerechtfertigten, den Senet geboren hat, den Heqa-ib, der Gerechtfertigte, gezeugt hat, (und für) seine Frau, die er liebt, Dedet-anuket, die Gerechtfertigte, die die Herrin des Hauses Dedet-nebu, die Gerechtfertigte, geboren hat.",-1759,-1630,-1695,New Kingdom
"Gegeben als Gunst von Seiten des Königs für den Schreiber des Tempels des Sobek, des Anubis und des Chons, Sobekhotep, den Gerechtfertigten.",-1572,-1569,-1571,Late Period
Würdest du aber je einen anderen Landmann wie mich finden?,-1939,-1760,-1850,New Kingdom
"Möge er mit seinen beiden Augen sehen, damit er (Osiris) ihn erkenne unter den Ach-Geistern.",-2008,-1957,-1983,New Kingdom
"Sein ältester Sohn, der Chentischi des Palastes Kai-em-tjenenet.",-2345,-2181,-2263,Middle Kingdom
Unas pflanzt die $twn$-Pflanze Oberägyptens.,-2375,-2345,-2360,Middle Kingdom
"Sei gegrüßt, Langhornrind der Stiere, wenn du das Hervorkommen machst!",-2345,-2323,-2334,Middle Kingdom
"'Dessen Gesicht hinter ihm ist', der Fährmann des 'Messer-Kanals', hat ihm (die Fähre) bereitgestellt.",-2287,-2278,-2283,Middle Kingdom
Horus hat (es) dir gegeben.,-2278,-2184,-2231,Middle Kingdom
"Dein Brot ist das Brot eines Gottes, etwas, das in der Breiten Halle ist.",-2278,-2184,-2231,Middle Kingdom
"Angreifer (?), Angreifer (?), ich habe es roh gegessen!",-1945,-1875,-1910,New Kingdom
"vor dem die großen Mächte erschaudern,",-1759,-1630,-1695,New Kingdom
Möge Nemti-em-za-ef Merenre zusammen mit euch steuern(?) mit dem $wꜣs$- und dem $ḏꜥm$-Szepter.,-2287,-2278,-2283,Middle Kingdom
die Ausstattung seiner Glieder war (wie aus) Gold.,-1580,-1539,-1560,Late Period
(Es) werde zu einer Masse gekocht; (es) werde damit verbunden.,-1939,-1630,-1785,New Kingdom
"Meine Majestät hat nämlich diese Monumente für meinen Vater Osiris-Chontamenti, den Herrn von Abydos, errichtet, 
weil ich ihn viel mehr liebe als alle (anderen) Götter.",-1694,-1693,-1694,New Kingdom
"Der Große der Zehn von Oberägypten, Sobekhotep, der Gerechtfertigte.",-1759,-1630,-1695,New Kingdom
"Sollte Unas auf diesem Weg blockiert werden, wird (auch) Atum blockiert werden.",-2375,-2345,-2360,Middle Kingdom
Ein Jungtier der weißen Säbelantilope.,-2414,-2375,-2395,Middle Kingdom
"Der Kunstfertige verwandelt sich in einen, der zur Einsicht kommt (?; oder: der seine Aufmerksamkeit erregt (?.",-1939,-1760,-1850,New Kingdom
Er hat die beiden Himmel insgesamt umrundet.,-2375,-2345,-2360,Middle Kingdom
(und) du greifst (weiterhin) zu.,-1939,-1760,-1850,New Kingdom
"(Behandlung:) Dann musst du für ihn folglich eine Brennbehandlung auf seiner Brust durchführen, (genauer:) auf jenen $bnw.t$-Geschwüren/Geschwülsten, die auf seiner Brust sind.",-1580,-1539,-1560,Late Period
"Dann musst du ihn folglich hinlegen, ausgestreckt (auf den Rücken).",-1580,-1539,-1560,Late Period
Nimm du (es) doch richtig!,-2345,-2181,-2263,Middle Kingdom
"Sein Sohn, sein Geliebter, der einzige Freund (des Königs) Ibi.",-2345,-2181,-2263,Middle Kingdom
"Sein (d.h. des Hymnus') Refrain: Horus, der seine Grenze erweitert - mögest du die Ewigkeit wiederholen!",-1837,-1819,-1828,New Kingdom
Jäger für die Opfergaben. Hetep.,-2974,-2930,-2952,Old Kingdom
"Laßt Pepi Neferkare gedeihen und erfrischt Pepi Neferkare mehr als die Rote Krone auf ihm, mehr als die Flut auf seiner Schläfe und mehr als die Süßigkeiten in seiner Faust!",-2278,-2184,-2231,Middle Kingdom
"Die Herrin des Hauses, Senebes, gerechtfertigt.",-1759,-1630,-1695,New Kingdom
Sein Schutz ist mir gewährt worden.,-1759,-1630,-1695,New Kingdom
"Erhebe dich von deiner linken Seite, wende dich auf deine rechte Seite.",-2278,-2184,-2231,Middle Kingdom
"wie das, was die Gestalt eines $ḥntꜣ$-Tieres (Stachelschwein?, Igel?) hat, ist es.",-1580,-1539,-1560,Late Period
"Osiris Unas, nimm dir das Horusauge.",-2375,-2345,-2360,Middle Kingdom
"Der Vorsteher der Stätte, Amenemhet.",-1759,-1630,-1695,New Kingdom
Zu wem werde ich heute sprechen?,-1939,-1760,-1850,New Kingdom
"Ein Opfer, das der König gibt:",-2487,-2455,-2471,Middle Kingdom
"Sie ist es in der Tat, die Teti geboren hat.",-2345,-2323,-2334,Middle Kingdom
Die Verwalterin des Königsvermögens Hemet-Re.,-2494,-2181,-2338,Middle Kingdom
"Möge sie deine Hand fassen und dir einen Weg zum Horizont weisen, zu dem Ort, wo Re ist.",-2321,-2287,-2304,Middle Kingdom
"Seine Mutter, die Verwalterin des Königsvermögens, Schafet.",-2345,-2181,-2263,Middle Kingdom
"Das Feuer ist rot - Chepri lebt -, indem es glänzt, indem es glänzt (?) (oder: Jubel! Jubel! ?): ein Mahl dafür, (ihr) Diener!",-2278,-2184,-2231,Middle Kingdom
"""Ein Herr der Weisheit ist er, einzigartig an Plänen, vortrefflich an Befehlen, Auszug (und) Heimkehr ist (nur), wenn er (es) befiehlt!""",-1939,-1760,-1850,New Kingdom
"Sie haben dich Horus gegeben, damit er mit dir zufrieden ist.",-2287,-2278,-2283,Middle Kingdom
Er möge bestattet werden in der westlichen Begräbnisstätte indem er sehr schön alt vor dem großen Gott (König) ist.,-2345,-2181,-2263,Middle Kingdom
"(Du, Schreib)binse, Papyrusrolle und Palette des Thoth, halte dich fern davon, Unrecht zu tun!",-1939,-1760,-1850,New Kingdom
"Die Schiffsleute aber, die Re um den Horizont herumführen, sie sind es, die Pepi Neferkare um den Horizont herumführen werden.",-2278,-2184,-2231,Middle Kingdom
"""Ach, möget ihr doch den (Sack) Gerste hier in eine Kammer, die verschlossen ist, legen, bis dass wir zurückgekommen sein werden vom Tanzen im Norden.""",-1580,-1539,-1560,Late Period
"Sein ältester Sohn, sein Geliebter, Djati.",-2345,-2181,-2263,Middle Kingdom
"So wie die Geburt des Orion nicht verhindert werden darf, so darfst auch du nicht verhindern, dass Nemti-em-za-ef Merenre dorthin kommt, wo du bist.",-2287,-2278,-2283,Middle Kingdom
